1 2 3
2 9 13
3 4 14
3 7 15
5 12 15
5 16 17
6 10 16
7 14 16
8 13 17
9 10 17
11 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 13 15
6 10 17
7 11 16
8 16 17
9 11 17
10 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 13 15
6 10 17
7 11 17
8 16 17
9 11 16
10 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 13 17
6 10 15
7 11 16
8 16 17
9 12 17
10 13 14
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 13 17
6 10 17
7 11 14
8 13 16
9 16 17
10 14 15
11 12 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 13 17
6 10 17
7 11 16
8 15 16
9 14 17
10 13 14
11 12 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 13 17
6 10 17
7 11 16
8 15 17
9 14 16
10 13 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 14 17
6 10 13
7 12 17
8 11 16
9 16 17
10 14 15
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 14 17
6 10 15
7 16 17
8 11 16
9 12 17
10 13 14
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 15 17
6 10 13
7 12 17
8 16 17
9 11 16
10 14 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 15 17
6 10 17
7 14 16
8 13 17
9 11 16
10 13 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 15 17
6 10 17
7 14 17
8 13 16
9 11 16
10 14 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 12 16
5 15 17
6 10 17
7 16 17
8 15 16
9 11 14
10 13 14
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 13 15
5 16 17
6 14 16
7 10 16
8 12 17
9 10 17
11 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 13 15
5 16 17
6 14 16
7 10 17
8 12 17
9 10 16
11 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 13 16
5 15 17
6 13 17
7 10 12
8 16 17
9 11 16
10 14 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 13 16
5 15 17
6 14 16
7 10 17
8 12 17
9 11 16
10 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 13 16
5 15 17
6 14 17
7 10 17
8 12 16
9 11 16
10 14 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 9 13
3 4 14
3 7 15
5 13 16
5 15 17
6 15 16
7 10 17
8 16 17
9 11 12
10 12 14
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 13
3 11 14
5 7 15
5 9 16
6 14 16
7 8 17
9 12 15
10 14 17
11 12 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 13
3 11 14
5 7 15
5 9 16
6 15 16
7 8 17
9 15 17
10 12 14
11 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 13
3 14 15
5 7 14
5 12 15
6 11 16
7 8 17
9 10 16
9 11 17
12 14 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 13
3 14 15
5 7 14
5 15 16
6 15 17
7 8 16
9 10 17
9 11 12
11 13 17
12 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 13
3 14 15
5 7 16
5 12 14
6 11 15
7 8 17
9 11 17
9 12 16
10 15 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 13
3 14 15
5 7 16
5 14 17
6 14 16
7 8 17
9 11 12
9 16 17
10 12 15
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 12 16
6 11 17
7 14 16
8 13 17
9 16 17
11 13 15
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 12 16
6 11 17
7 14 17
8 13 16
9 16 17
11 14 15
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 12 16
6 11 17
7 15 16
8 16 17
9 13 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 12 16
6 11 17
7 15 17
8 16 17
9 13 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 12 16
6 11 17
7 16 17
8 15 16
9 14 17
11 13 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 12 16
6 11 17
7 16 17
8 15 17
9 14 16
11 13 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 13 16
6 15 16
7 11 17
8 16 17
9 12 17
11 12 14
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 13 16
6 15 17
7 11 17
8 16 17
9 12 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 13 16
6 16 17
7 11 17
8 15 16
9 14 17
11 12 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 13 16
6 16 17
7 11 17
8 15 17
9 14 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 16 17
6 13 16
7 12 17
8 15 16
9 14 17
11 12 14
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 16 17
6 13 16
7 12 17
8 15 17
9 14 16
11 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 16 17
6 15 16
7 14 16
8 13 17
9 12 17
11 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 10 15
5 7 9
5 16 17
6 15 16
7 14 17
8 13 16
9 12 17
11 12 14
11 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 13
5 7 15
5 9 16
6 15 16
7 9 17
8 15 17
10 12 14
11 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 13
5 7 15
5 9 16
6 15 16
7 9 17
8 16 17
10 12 17
11 12 14
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 13
5 7 15
5 9 16
6 15 17
7 9 17
8 16 17
10 12 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 13
5 7 15
5 9 16
6 16 17
7 9 17
8 15 17
10 14 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 12
5 9 16
6 10 17
7 14 15
8 13 16
9 13 17
11 14 17
12 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 12
5 9 16
6 10 17
7 15 16
8 16 17
9 13 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 14
5 9 16
6 13 16
7 12 15
8 10 17
9 13 17
11 12 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 14
5 9 16
6 15 16
7 15 17
8 10 17
9 12 13
11 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 14
5 9 16
6 15 16
7 16 17
8 10 17
9 12 17
11 12 13
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 14
5 9 16
6 16 17
7 15 16
8 10 17
9 13 17
11 12 13
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 15
5 9 16
6 13 16
7 12 14
8 13 17
9 10 17
11 12 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 15
5 9 16
6 13 16
7 12 17
8 16 17
9 10 17
11 12 14
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 15
5 9 16
6 13 17
7 12 14
8 13 16
9 10 17
11 14 17
12 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 15
5 9 16
6 13 17
7 12 16
8 16 17
9 10 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 15
5 9 16
6 16 17
7 14 16
8 13 17
9 10 17
11 12 13
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 15
5 9 16
6 16 17
7 14 17
8 13 16
9 10 17
11 12 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 13 15
7 12 17
8 16 17
9 12 16
10 14 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 13 16
7 12 15
8 15 17
9 13 14
10 12 17
11 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 13 16
7 12 17
8 15 17
9 14 16
10 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 13 17
7 12 15
8 15 16
9 13 14
10 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 13 17
7 12 15
8 16 17
9 13 16
10 14 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 15 16
7 14 15
8 13 17
9 12 13
10 12 17
11 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 15 16
7 15 17
8 16 17
9 12 13
10 12 14
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 15 17
7 14 15
8 13 16
9 12 13
10 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 11 15
5 7 16
5 9 17
6 15 17
7 14 17
8 13 16
9 12 16
10 14 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 13
5 7 15
5 14 16
6 9 17
7 9 16
8 11 15
10 14 17
11 13 17
12 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 14
5 15 16
6 9 16
7 15 17
8 10 17
9 11 13
11 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 14
5 15 16
6 9 16
7 16 17
8 10 17
9 11 17
11 12 13
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 15
5 13 14
6 9 16
7 11 16
8 11 17
9 10 17
12 13 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 15
5 13 16
6 9 16
7 11 14
8 13 17
9 10 17
11 12 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 15
5 14 16
6 9 16
7 14 17
8 11 13
9 10 17
11 12 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 15
5 14 16
6 9 16
7 16 17
8 11 17
9 10 17
11 12 13
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 15
5 14 16
6 9 17
7 14 17
8 11 13
9 10 16
11 15 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 15
5 16 17
6 9 16
7 14 16
8 13 17
9 10 17
11 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 13 14
6 9 16
7 11 15
8 11 17
9 13 17
10 12 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 13 14
6 9 17
7 11 17
8 11 15
9 14 16
10 15 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 13 15
6 9 16
7 11 14
8 13 17
9 11 17
10 12 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 13 15
6 9 17
7 11 14
8 13 17
9 11 16
10 15 17
12 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 13 15
6 9 17
7 11 17
8 16 17
9 11 16
10 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 13 17
6 9 17
7 11 14
8 13 15
9 14 16
10 15 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 13 17
6 9 17
7 11 15
8 16 17
9 13 16
10 14 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 14 15
6 9 16
7 14 17
8 11 13
9 11 17
10 12 17
13 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 14 15
6 9 16
7 15 17
8 11 17
9 11 13
10 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 14 15
6 9 17
7 14 17
8 11 13
9 11 16
10 15 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 15 17
6 9 16
7 14 15
8 13 17
9 11 13
10 12 17
11 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 15 17
6 9 17
7 14 15
8 13 16
9 11 13
10 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 12 15
5 7 16
5 15 17
6 9 17
7 14 17
8 13 16
9 11 16
10 14 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 14
5 15 16
6 15 17
7 9 17
8 10 16
9 11 12
11 14 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 14
5 15 16
6 16 17
7 9 16
8 10 17
9 11 17
11 12 13
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 14
5 16 17
6 15 16
7 9 16
8 10 17
9 12 17
11 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 15
5 12 16
6 11 17
7 9 16
8 16 17
9 10 17
11 13 14
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 15
5 12 16
6 11 17
7 9 17
8 16 17
9 10 16
11 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 15
5 14 16
6 16 17
7 9 16
8 11 17
9 10 17
11 12 13
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 15
5 14 16
6 16 17
7 9 17
8 11 17
9 10 16
11 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 12 15
6 11 16
7 9 14
8 13 17
9 11 17
10 12 17
14 15 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 12 15
6 11 16
7 9 17
8 15 17
9 11 14
10 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 12 15
6 11 17
7 9 17
8 15 16
9 11 14
10 14 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 12 15
6 11 17
7 9 17
8 16 17
9 11 16
10 14 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 12 17
6 11 15
7 9 17
8 16 17
9 12 16
10 14 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 12 17
6 11 16
7 9 17
8 15 17
9 14 16
10 12 15
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 13 17
6 15 16
7 9 11
8 15 17
9 12 14
10 12 17
11 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 13 17
6 15 16
7 9 11
8 16 17
9 12 17
10 12 14
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 13 17
6 15 17
7 9 11
8 15 16
9 12 14
10 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 13 17
6 15 17
7 9 11
8 16 17
9 12 16
10 14 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 13 17
6 16 17
7 9 11
8 15 16
9 14 17
10 12 14
11 12 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 13 17
6 16 17
7 9 11
8 15 17
9 14 16
10 12 15
11 12 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 14 15
6 15 16
7 9 17
8 11 17
9 11 12
10 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 14 15
6 15 17
7 9 17
8 11 16
9 11 12
10 14 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 14 15
6 16 17
7 9 17
8 11 17
9 11 16
10 12 15
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 14 17
6 13 17
7 9 12
8 11 16
9 16 17
10 14 15
11 12 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 14 17
6 15 17
7 9 17
8 11 16
9 12 16
10 14 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 14 17
6 16 17
7 9 17
8 11 15
9 14 16
10 12 15
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 15 17
6 13 17
7 9 12
8 15 16
9 11 14
10 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 15 17
6 15 16
7 9 17
8 16 17
9 11 12
10 12 14
11 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 13 15
5 7 16
5 15 17
6 16 17
7 9 17
8 15 16
9 11 14
10 12 14
11 12 13

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 14
5 13 17
6 15 17
7 11 15
8 10 16
9 12 13
9 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 14
5 15 17
6 13 17
7 12 15
8 10 16
9 11 13
9 14 17
11 12 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 12 13
6 11 16
7 11 17
8 15 17
9 10 14
9 12 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 12 16
6 11 13
7 12 17
8 15 17
9 10 14
9 11 17
13 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 12 16
6 11 13
7 12 17
8 16 17
9 10 17
9 11 14
13 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 12 16
6 11 17
7 14 17
8 13 16
9 10 17
9 11 14
12 13 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 12 17
6 11 13
7 12 16
8 16 17
9 10 17
9 13 14
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 12 17
6 11 16
7 14 16
8 13 17
9 10 17
9 12 13
11 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 13 14
6 15 17
7 11 17
8 11 16
9 10 12
9 14 17
12 13 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 13 16
6 13 17
7 11 12
8 15 17
9 10 14
9 11 17
12 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 13 16
6 15 17
7 11 14
8 13 17
9 10 12
9 11 17
12 14 16

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 13 16
6 15 17
7 11 17
8 16 17
9 10 12
9 11 14
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 13 16
6 16 17
7 11 14
8 13 17
9 10 17
9 11 12
12 14 15

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 13 16
6 16 17
7 11 17
8 15 17
9 10 14
9 11 12
12 13 14

1 2 3
0 4 5
0 6 7
0 8 9
1 6 8
1 10 11
2 4 12
2 10 13
3 4 14
3 15 16
5 7 15
5 13 17
6 13 16
7 11 12
